'Crank Angle'	'ini_cylinder:comb:accumulated_heat_release',&	'ini_cylinder:comb:burnt_fuel_mass_fraction',&	'ini_cylinder:comb:lower_calorific_value',&	'ini_cylinder:comb:mean_reaction_progress_variable',&	'ini_cylinder:comb:mixture_fraction',&	'ini_cylinder:comb:products_mass_fraction',&	'ini_cylinder:comb:rate_of_heat_release',&	'ini_cylinder:comb:residual_gas_fraction',&	'ini_cylinder:comb:residual_gas_mass',&	'ini_cylinder:comb:total_equivalence_ratio',&	'ini_cylinder:emission:mean_no_mass_fraction',&	'ini_cylinder:emission:mean_no_reaction_rate',&	'ini_cylinder:flow:mass_flow',&	'ini_cylinder:flow:mass',&	'ini_cylinder:flow:mean_dissipation_rate',&	'ini_cylinder:flow:mean_passive_scalar',&	'ini_cylinder:flow:mean_pressure',&	'ini_cylinder:flow:mean_temperature',&	'ini_cylinder:flow:mean_turbulence_kinetic_energy',&	'ini_cylinder:flow:mean_turbulent_time_scale',&	'ini_cylinder:flow:volume',&	'ini_cylinder:formula:druck_br',&	'ini_cylinder:species:mean_ch4_mass_fraction',&	'ini_cylinder:species:mean_ch4_mole_fraction',&	'ini_cylinder:species:mean_co_mass_fraction',&	'ini_cylinder:species:mean_co_mole_fraction',&	'ini_cylinder:species:mean_co2_mass_fraction',&	'ini_cylinder:species:mean_co2_mole_fraction',&	'ini_cylinder:species:mean_h2_mass_fraction',&	'ini_cylinder:species:mean_h2_mole_fraction',&	'ini_cylinder:species:mean_h2o_mass_fraction',&	'ini_cylinder:species:mean_h2o_mole_fraction',&	'ini_cylinder:species:mean_n2_mass_fraction',&	'ini_cylinder:species:mean_n2_mole_fraction',&	'ini_cylinder:species:mean_o2_mass_fraction',&	'ini_cylinder:species:mean_o2_mole_fraction',&	'ini_intake_ports:flow:mass_flow',&	'ini_intake_ports:flow:mass',&	'ini_intake_ports:flow:mean_dissipation_rate',&	'ini_intake_ports:flow:mean_passive_scalar',&	'ini_intake_ports:flow:mean_pressure',&	'ini_intake_ports:flow:mean_temperature',&	'ini_intake_ports:flow:mean_turbulence_kinetic_energy',&	'ini_intake_ports:flow:mean_turbulent_time_scale',&	'ini_intake_ports:flow:volume',&	'ini_intake_ports:species:mean_ch4_mass_fraction',&	'ini_intake_ports:species:mean_ch4_mole_fraction',&	'ini_intake_ports:species:mean_co_mass_fraction',&	'ini_intake_ports:species:mean_co_mole_fraction',&	'ini_intake_ports:species:mean_co2_mass_fraction',&	'ini_intake_ports:species:mean_co2_mole_fraction',&	'ini_intake_ports:species:mean_h2_mass_fraction',&	'ini_intake_ports:species:mean_h2_mole_fraction',&	'ini_intake_ports:species:mean_h2o_mass_fraction',&	'ini_intake_ports:species:mean_h2o_mole_fraction',&	'ini_intake_ports:species:mean_n2_mass_fraction',&	'ini_intake_ports:species:mean_n2_mole_fraction',&	'ini_intake_ports:species:mean_o2_mass_fraction',&	'ini_intake_ports:species:mean_o2_mole_fraction',&	'ini_outlet_ports:flow:mass_flow',&	'ini_outlet_ports:flow:mass',&	'ini_outlet_ports:flow:mean_dissipation_rate',&	'ini_outlet_ports:flow:mean_passive_scalar',&	'ini_outlet_ports:flow:mean_pressure',&	'ini_outlet_ports:flow:mean_temperature',&	'ini_outlet_ports:flow:mean_turbulence_kinetic_energy',&	'ini_outlet_ports:flow:mean_turbulent_time_scale',&	'ini_outlet_ports:flow:volume',&	'ini_outlet_ports:species:mean_ch4_mass_fraction',&	'ini_outlet_ports:species:mean_ch4_mole_fraction',&	'ini_outlet_ports:species:mean_co_mass_fraction',&	'ini_outlet_ports:species:mean_co_mole_fraction',&	'ini_outlet_ports:species:mean_co2_mass_fraction',&	'ini_outlet_ports:species:mean_co2_mole_fraction',&	'ini_outlet_ports:species:mean_h2_mass_fraction',&	'ini_outlet_ports:species:mean_h2_mole_fraction',&	'ini_outlet_ports:species:mean_h2o_mass_fraction',&	'ini_outlet_ports:species:mean_h2o_mole_fraction',&	'ini_outlet_ports:species:mean_n2_mass_fraction',&	'ini_outlet_ports:species:mean_n2_mole_fraction',&	'ini_outlet_ports:species:mean_o2_mass_fraction',&	'ini_outlet_ports:species:mean_o2_mole_fraction',&	
576	0	3.95775e-06	5e+07	0.000125665	0.0314946	0.00867614	0	0.0316083	0.000231992	0.577387	0	0	0.108949	0.00757826	6730.8	0.0316903	345722	378.596	13.4076	0.00361636	0.0024552	345726	0.0314906	0.0551602	0	0	0.00477053	0.00304612	0	0	0.00390561	0.00609224	0.742498	0.744836	0.217335	0.190866	0.202999	0.00141333	12695.9	0.00694468	335520	340.351	9.01043	0.00201467	0.00042394	0.0322961	0.0565955	0	0	0.00104542	0.000667815	0	0	0.000855875	0.00133563	0.742908	0.745569	0.222895	0.195832	0	0.000580031	105.705	0.0712353	287019	489.902	0.486638	0.00682959	0.000293295	0.0233502	0.0407236	0	0	0.0424545	0.0269907	0	0	0.0347573	0.0539814	0.738284	0.737392	0.161154	0.140912	
576.5	0	3.95777e-06	5e+07	0.000125666	0.0314943	0.0086781	0	0.0316153	0.00023172	0.577387	0	0	0.111785	0.00756769	6963.51	0.0316975	345972	378.681	13.4194	0.00362962	0.00245055	345976	0.0314904	0.0551598	0	0	0.00477161	0.00304681	0	0	0.00390649	0.00609362	0.742498	0.744836	0.217334	0.190864	0.208087	0.00140997	13719.6	0.00716024	335314	340.774	9.31774	0.00196938	0.000423717	0.0322891	0.056583	0	0	0.00107786	0.000688541	0	0	0.000882441	0.00137708	0.742905	0.745562	0.222846	0.195789	0	0.000578751	104.507	0.0712851	285986	489.21	0.483399	0.0068458	0.000293295	0.0233665	0.0407524	0	0	0.0423789	0.0269428	0	0	0.0346953	0.0538856	0.738293	0.737408	0.161266	0.141012	
577	0	3.95776e-06	5e+07	0.000125667	0.0314941	0.00868002	0	0.0316222	0.000231438	0.577387	0	0	0.114792	0.00755684	7227.12	0.0317045	346217	378.764	13.4338	0.00364289	0.00244585	346221	0.0314901	0.0551594	0	0	0.00477266	0.00304748	0	0	0.00390735	0.00609496	0.742498	0.744835	0.217332	0.190863	0.213471	0.00140656	14874.6	0.00738419	335112	341.212	9.65066	0.00192455	0.000423491	0.0322818	0.05657	0	0	0.00111157	0.000710073	0	0	0.00091004	0.00142015	0.742901	0.745556	0.222796	0.195744	0	0.000577059	103.333	0.0713563	284602	488.261	0.479892	0.00685917	0.000293295	0.0233899	0.0407935	0	0	0.0422707	0.0268744	0	0	0.0346067	0.0537487	0.738305	0.737429	0.161427	0.141154	
577.5	0	3.95773e-06	5e+07	0.000125667	0.0314939	0.0086819	0	0.031629	0.000231146	0.577387	0	0	0.117948	0.00754571	7513.37	0.0317113	346457	378.846	13.449	0.00365618	0.00244108	346462	0.0314899	0.055159	0	0	0.0047737	0.00304814	0	0	0.0039082	0.00609628	0.742498	0.744835	0.217331	0.190861	0.219107	0.00140318	16171.1	0.00761641	334940	341.671	10.0112	0.00188053	0.000423262	0.0322742	0.0565565	0	0	0.00114653	0.000732399	0	0	0.000938657	0.0014648	0.742897	0.745549	0.222744	0.195697	0	0.000575604	102.216	0.0714147	283430	487.472	0.476408	0.00687261	0.000293295	0.023409	0.0408274	0	0	0.0421817	0.0268181	0	0	0.0345339	0.0536362	0.738316	0.737447	0.16156	0.141271	
578	0	3.95768e-06	5e+07	0.000125666	0.0314937	0.00868374	0	0.0316356	0.000230844	0.577387	0	0	0.121263	0.00753426	7847.97	0.0317181	346691	378.925	13.4684	0.00366949	0.00243624	346695	0.0314897	0.0551586	0	0	0.00477471	0.00304879	0	0	0.00390903	0.00609757	0.742497	0.744835	0.217329	0.19086	0.224995	0.00139986	17674.2	0.0078571	334806	342.156	10.4087	0.00183737	0.00042303	0.0322664	0.0565425	0	0	0.00118276	0.000755539	0	0	0.000968317	0.00151108	0.742893	0.745542	0.222689	0.195649	0	0.000574406	101.256	0.0714592	282482	486.853	0.473308	0.00688498	0.000293295	0.0234236	0.0408532	0	0	0.0421141	0.0267753	0	0	0.0344786	0.0535506	0.738323	0.737461	0.16166	0.14136	
578.5	0	3.9576e-06	5e+07	0.000125664	0.0314934	0.00868555	0	0.0316421	0.000230531	0.577386	0	0	0.124691	0.0075225	8252.42	0.0317247	346917	379.001	13.4941	0.00368281	0.00243135	346922	0.0314895	0.0551582	0	0	0.0047757	0.00304942	0	0	0.00390984	0.00609884	0.742497	0.744835	0.217328	0.190859	0.23105	0.00139656	19460.7	0.00810671	334697	342.664	10.8534	0.00179508	0.000422796	0.0322582	0.056528	0	0	0.00122033	0.000779536	0	0	0.000999077	0.00155907	0.742889	0.745535	0.222633	0.195599	0	0.000573923	100.457	0.0714666	282152	486.693	0.471198	0.006897	0.000293295	0.023426	0.0408574	0	0	0.0421029	0.0267682	0	0	0.0344694	0.0535364	0.738325	0.737463	0.161677	0.141375	
579	0	3.9575e-06	5e+07	0.000125662	0.0314932	0.00868732	0	0.0316484	0.000230207	0.577386	0	0	0.12813	0.00751041	8713.42	0.0317312	347136	379.075	13.5233	0.00369615	0.00242639	347140	0.0314893	0.0551578	0	0	0.00477668	0.00305004	0	0	0.00391064	0.00610009	0.742497	0.744834	0.217326	0.190858	0.23708	0.00139327	21550.8	0.00836507	334614	343.194	11.3462	0.00175382	0.000422559	0.0322498	0.056513	0	0	0.00125922	0.000804376	0	0	0.00103092	0.00160875	0.742885	0.745527	0.222575	0.195547	0	0.000574162	99.8377	0.0714334	282461	487.031	0.470131	0.00690866	0.000293295	0.0234152	0.0408382	0	0	0.0421533	0.0268001	0	0	0.0345107	0.0536003	0.738319	0.737453	0.161602	0.141309	
579.5	0	3.95738e-06	5e+07	0.000125659	0.031493	0.00868906	0	0.0316547	0.000229873	0.577386	0	0	0.131497	0.00749802	9223.01	0.0317375	347348	379.147	13.5543	0.0037095	0.00242136	347352	0.0314891	0.0551575	0	0	0.00477764	0.00305066	0	0	0.00391142	0.00610131	0.742497	0.744834	0.217325	0.190856	0.24293	0.00138992	23962.6	0.00863229	334531	343.74	11.8881	0.0017136	0.000422319	0.0322411	0.0564975	0	0	0.00129945	0.000830068	0	0	0.00106385	0.00166014	0.74288	0.745519	0.222515	0.195493	0	0.000574997	99.6892	0.0713335	283388	487.931	0.469952	0.00691816	0.000293295	0.0233824	0.0407804	0	0	0.0423052	0.0268962	0	0	0.034635	0.0537924	0.738301	0.737422	0.161376	0.141109	
580	0	3.95725e-06	5e+07	0.000125655	0.0314928	0.00869078	0	0.0316608	0.000229528	0.577386	0	0	0.134719	0.00748534	9780.71	0.0317438	347553	379.216	13.5866	0.00372288	0.00241628	347559	0.0314889	0.0551571	0	0	0.00477858	0.00305126	0	0	0.0039122	0.00610252	0.742497	0.744834	0.217323	0.190855	0.248466	0.00138649	26719.8	0.00890793	334444	344.3	12.48	0.00167443	0.000422076	0.0322321	0.0564815	0	0	0.00134094	0.000856569	0	0	0.00109782	0.00171314	0.742876	0.745511	0.222453	0.195438	0	0.000576393	100.312	0.0711593	284910	489.377	0.471095	0.00692218	0.000293295	0.0233253	0.0406796	0	0	0.0425701	0.0270638	0	0	0.0348519	0.0541276	0.738271	0.737369	0.160982	0.14076	
580.5	0	3.9571e-06	5e+07	0.000125651	0.0314926	0.00869247	0	0.0316669	0.000229175	0.577386	0	0	0.137743	0.00747238	10396.1	0.03175	347755	379.283	13.6206	0.00373627	0.00241113	347760	0.0314887	0.0551567	0	0	0.00477951	0.00305185	0	0	0.00391296	0.0061037	0.742497	0.744834	0.217322	0.190854	0.253598	0.00138307	29869.3	0.00919097	334372	344.877	13.1247	0.00163632	0.00042183	0.0322229	0.0564651	0	0	0.00138355	0.000883781	0	0	0.0011327	0.00176756	0.742871	0.745503	0.22239	0.195381	0	0.000577657	101.656	0.0709979	286286	490.672	0.472966	0.00692155	0.000293295	0.0232724	0.0405862	0	0	0.0428155	0.0272191	0	0	0.0350528	0.0544381	0.738243	0.73732	0.160617	0.140437	
581	0	3.95693e-06	5e+07	0.000125647	0.0314924	0.00869414	0	0.0316729	0.000228813	0.577386	0	0	0.140494	0.00745918	11042.1	0.0317561	347953	379.349	13.653	0.00374968	0.00240592	347958	0.0314885	0.0551564	0	0	0.00478043	0.00305244	0	0	0.00391371	0.00610488	0.742497	0.744834	0.217321	0.190853	0.258194	0.00137961	33371.9	0.00948064	334306	345.469	13.815	0.00159928	0.000421582	0.0322135	0.0564483	0	0	0.00142715	0.000911631	0	0	0.0011684	0.00182326	0.742867	0.745494	0.222324	0.195323	0	0.000578744	103.516	0.0708604	287472	491.782	0.4754	0.00691406	0.000293295	0.0232273	0.0405066	0	0	0.0430247	0.0273514	0	0	0.035224	0.0547027	0.738218	0.737278	0.160306	0.140161	
581.5	0	3.95676e-06	5e+07	0.000125643	0.0314922	0.0086958	0	0.0316788	0.000228444	0.577386	0	0	0.142955	0.00744575	11716.7	0.0317621	348150	379.415	13.6833	0.00376311	0.00240065	348156	0.0314883	0.055156	0	0	0.00478134	0.00305302	0	0	0.00391446	0.00610604	0.742497	0.744834	0.217319	0.190851	0.26224	0.00137622	37214.8	0.00977543	334274	346.079	14.5459	0.00156336	0.000421331	0.0322039	0.0564311	0	0	0.00147153	0.000939973	0	0	0.00120473	0.00187995	0.742862	0.745485	0.222258	0.195263	0	0.000579877	105.6	0.0707168	288709	492.932	0.478144	0.00690137	0.000293295	0.0231803	0.0404234	0	0	0.043243	0.0274895	0	0	0.0354028	0.054979	0.738193	0.737235	0.159981	0.139874	
582	0	3.95658e-06	5e+07	0.000125638	0.031492	0.00869744	0	0.0316847	0.000228069	0.577386	0	0	0.145159	0.00743213	12448.4	0.0317681	348348	379.481	13.7137	0.00377656	0.00239531	348354	0.0314881	0.0551557	0	0	0.00478225	0.0030536	0	0	0.0039152	0.00610719	0.742496	0.744833	0.217318	0.19085	0.265804	0.00137287	41475.4	0.0100746	334268	346.705	15.3225	0.00152852	0.000421077	0.0321941	0.0564138	0	0	0.00151656	0.000968734	0	0	0.0012416	0.00193747	0.742857	0.745477	0.222191	0.195203	0	0.000580986	107.554	0.0705776	289919	494.053	0.480732	0.00688897	0.000293295	0.0231346	0.0403429	0	0	0.0434546	0.0276233	0	0	0.035576	0.0552466	0.738169	0.737192	0.159666	0.139595	
582.5	0	3.9564e-06	5e+07	0.000125633	0.0314918	0.00869908	0	0.0316906	0.000227688	0.577386	0	0	0.147074	0.00741835	13202.5	0.0317741	348549	379.547	13.7407	0.00379003	0.00238991	348554	0.0314879	0.0551554	0	0	0.00478315	0.00305417	0	0	0.00391593	0.00610834	0.742496	0.744833	0.217317	0.190849	0.268841	0.0013696	46080.7	0.0103771	334292	347.347	16.1331	0.00149483	0.00042082	0.0321843	0.0563962	0	0	0.0015621	0.000997817	0	0	0.00127888	0.00199563	0.742852	0.745468	0.222123	0.195143	0	0.000583087	111.64	0.070336	292208	496.174	0.498243	0.00687803	0.000293295	0.0230554	0.0402031	0	0	0.0438221	0.0278557	0	0	0.0358769	0.0557115	0.738126	0.737119	0.159119	0.139111	
583	0	3.95622e-06	5e+07	0.000125627	0.0314917	0.00870071	0	0.0316964	0.000227303	0.577385	0	0	0.148767	0.00740442	14015.8	0.0317801	348753	379.614	13.7668	0.00380353	0.00238445	348759	0.0314877	0.055155	0	0	0.00478405	0.00305474	0	0	0.00391667	0.00610949	0.742496	0.744833	0.217315	0.190848	0.271497	0.00136638	51126.8	0.0106823	334342	348.001	16.9835	0.00146229	0.000420561	0.0321743	0.0563785	0	0	0.00160804	0.00102716	0	0	0.00131649	0.00205431	0.742847	0.745459	0.222054	0.195081	0	0.000586103	115.015	0.0699753	295473	499.165	0.504598	0.00685024	0.000293295	0.0229372	0.0399944	0	0	0.0443705	0.0282025	0	0	0.0363258	0.0564051	0.738063	0.737009	0.158303	0.138389	
583.5	0	3.95603e-06	5e+07	0.000125622	0.0314915	0.00870236	0	0.0317023	0.00022691	0.577385	0	0	0.151689	0.00739025	14974.5	0.0317861	348975	379.687	13.8054	0.00381696	0.00237883	348981	0.0314875	0.0551547	0	0	0.00478495	0.00305532	0	0	0.00391741	0.00611064	0.742496	0.744833	0.217314	0.190847	0.275498	0.00136317	56663.5	0.0109912	334324	348.643	17.885	0.00143226	0.000420372	0.0321643	0.0563606	0	0	0.00165454	0.00105685	0	0	0.00135456	0.00211371	0.742842	0.74545	0.221985	0.195019	0	0.000588928	118.171	0.0696374	298535	501.937	0.509737	0.0068255	0.000293295	0.0228264	0.0397989	0	0	0.0448843	0.0285275	0	0	0.0367465	0.0570549	0.738004	0.736906	0.157539	0.137712	
584	0	3.95583e-06	5e+07	0.000125617	0.0314913	0.00870402	0	0.0317083	0.000226511	0.577385	0	0	0.15405	0.00737588	15933.9	0.0317922	349197	379.759	13.8413	0.0038303	0.00237315	349203	0.0314873	0.0551543	0	0	0.00478586	0.0030559	0	0	0.00391816	0.00611181	0.742496	0.744833	0.217313	0.190845	0.279389	0.00135997	62656.5	0.0113035	334318	349.296	18.8291	0.00140333	0.000420182	0.0321541	0.0563424	0	0	0.00170156	0.00108688	0	0	0.00139306	0.00217376	0.742837	0.74544	0.221915	0.194957	0	0.000591514	121.456	0.0693315	301342	504.455	0.514996	0.00680091	0.000293295	0.0227262	0.039622	0	0	0.0453494	0.0288215	0	0	0.0371273	0.057643	0.73795	0.736813	0.156847	0.1371	
584.5	0	3.95564e-06	5e+07	0.000125611	0.0314911	0.00870569	0	0.0317143	0.000226108	0.577385	0	0	0.155896	0.00736136	16887.3	0.0317983	349423	379.833	13.8724	0.0038436	0.0023674	349430	0.0314871	0.055154	0	0	0.00478678	0.00305649	0	0	0.00391891	0.00611298	0.742496	0.744832	0.217311	0.190844	0.282718	0.00135656	69109.8	0.0116201	334246	349.939	19.8162	0.00137535	0.000419989	0.0321438	0.056324	0	0	0.00174922	0.00111732	0	0	0.00143207	0.00223463	0.742831	0.745431	0.221843	0.194893	0	0.000592955	123.818	0.0691648	302920	505.861	0.518897	0.00678682	0.000293295	0.0226715	0.0395256	0	0	0.0456029	0.0289818	0	0	0.0373348	0.0579635	0.737921	0.736762	0.15647	0.136767	
585	0	3.95544e-06	5e+07	0.000125606	0.0314909	0.00870737	0	0.0317203	0.000225702	0.577385	0	0	0.157321	0.00734673	17815.5	0.0318044	349656	379.908	13.8971	0.00385684	0.00236159	349663	0.0314869	0.0551536	0	0	0.0047877	0.00305708	0	0	0.00391967	0.00611416	0.742496	0.744832	0.21731	0.190843	0.285474	0.0013529	75931.4	0.0119404	334100	350.567	20.8364	0.00134831	0.000419795	0.0321334	0.0563055	0	0	0.00179743	0.00114811	0	0	0.00147155	0.00229621	0.742826	0.745422	0.221771	0.194829	0	0.000593249	124.419	0.0691247	303277	506.191	0.520474	0.00678616	0.000293295	0.0226584	0.0395024	0	0	0.0456639	0.0290203	0	0	0.0373848	0.0580407	0.737914	0.73675	0.156379	0.136686	
585.5	0	3.95525e-06	5e+07	0.000125601	0.0314907	0.00870906	0	0.0317264	0.000225293	0.577385	0	0	0.158499	0.00733202	18777.6	0.0318106	349898	379.986	13.9191	0.00387002	0.00235572	349905	0.0314867	0.0551532	0	0	0.00478863	0.00305767	0	0	0.00392043	0.00611534	0.742496	0.744832	0.217309	0.190842	0.287864	0.00134898	83308.8	0.012264	333870	351.179	21.9014	0.00132209	0.000419599	0.0321228	0.0562867	0	0	0.00184615	0.00117922	0	0	0.00151143	0.00235843	0.742821	0.745412	0.221699	0.194764	0	0.000593238	123.435	0.0691169	303305	506.237	0.520097	0.00679586	0.000293295	0.0226558	0.0394978	0	0	0.0456758	0.0290279	0	0	0.0373945	0.0580558	0.737913	0.736748	0.156361	0.136671	
586	0	3.95506e-06	5e+07	0.000125595	0.0314905	0.00871076	0	0.0317325	0.000224883	0.577385	0	0	0.159365	0.00731726	19638.3	0.0318168	350150	380.067	13.931	0.00388313	0.00234978	350158	0.0314865	0.0551529	0	0	0.00478957	0.00305827	0	0	0.00392119	0.00611654	0.742496	0.744832	0.217307	0.19084	0.289693	0.00134479	90770.5	0.0125904	333555	351.771	22.9753	0.00129668	0.000419401	0.0321122	0.0562677	0	0	0.00189528	0.00121059	0	0	0.00155166	0.00242119	0.742815	0.745403	0.221625	0.194698	0	0.000592902	121.959	0.0691413	302992	505.991	0.518988	0.00680866	0.000293295	0.0226638	0.039512	0	0	0.0456386	0.0290044	0	0	0.0373641	0.0580087	0.737917	0.736755	0.156417	0.13672	
586.5	0	3.95486e-06	5e+07	0.00012559	0.0314903	0.00871246	0	0.0317386	0.000224472	0.577385	0	0	0.159937	0.00730248	20372.9	0.031823	350416	380.152	13.9322	0.00389618	0.00234379	350424	0.0314863	0.0551525	0	0	0.0047905	0.00305887	0	0	0.00392196	0.00611773	0.742495	0.744832	0.217306	0.190839	0.290986	0.00134058	97958.5	0.0129171	333230	352.363	24.0269	0.00127219	0.000419202	0.0321016	0.0562488	0	0	0.00194446	0.001242	0	0	0.00159192	0.002484	0.74281	0.745393	0.221552	0.194632	0	0.000592806	120.611	0.0691426	302917	505.947	0.518001	0.00681946	0.000293295	0.0226643	0.0395127	0	0	0.0456366	0.0290031	0	0	0.0373624	0.0580062	0.737917	0.736756	0.15642	0.136722	
587	0	3.95467e-06	5e+07	0.000125585	0.0314901	0.00871417	0	0.0317447	0.000224061	0.577385	0	0	0.16036	0.00728771	21108.3	0.0318292	350696	380.241	13.9298	0.00390916	0.00233773	350704	0.0314861	0.0551522	0	0	0.00479145	0.00305947	0	0	0.00392273	0.00611893	0.742495	0.744831	0.217304	0.190838	0.292037	0.00133637	105188	0.0132437	332904	352.955	25.0747	0.00124857	0.000419	0.0320909	0.0562298	0	0	0.00199363	0.0012734	0	0	0.00163217	0.0025468	0.742805	0.745383	0.221478	0.194567	0	0.00059302	119.525	0.069114	303158	506.171	0.517235	0.00682751	0.000293295	0.0226549	0.0394962	0	0	0.0456801	0.0290306	0	0	0.0373981	0.0580612	0.737912	0.736747	0.156355	0.136665	
587.5	0	3.95448e-06	5e+07	0.00012558	0.0314899	0.0087159	0	0.0317509	0.000223651	0.577384	0	0	0.160707	0.00727294	21880.3	0.0318355	350992	380.335	13.9259	0.00392207	0.00233161	351000	0.0314859	0.0551518	0	0	0.00479239	0.00306007	0	0	0.0039235	0.00612014	0.742495	0.744831	0.217303	0.190837	0.292933	0.00133228	112675	0.0135691	332615	353.558	26.1293	0.00122583	0.000418797	0.0320803	0.0562109	0	0	0.00204261	0.00130467	0	0	0.00167227	0.00260935	0.742799	0.745374	0.221405	0.194501	0	0.000592626	118.512	0.0691406	302789	505.886	0.51598	0.00683776	0.000293295	0.0226636	0.0395115	0	0	0.0456398	0.0290051	0	0	0.037365	0.0580102	0.737917	0.736755	0.156415	0.136718	
588	0	3.95429e-06	5e+07	0.000125574	0.0314897	0.00871763	0	0.0317572	0.000223241	0.577384	0	0	0.160993	0.0072582	22671.4	0.0318419	351303	380.434	13.9198	0.0039349	0.00232542	351311	0.0314857	0.0551514	0	0	0.00479334	0.00306068	0	0	0.00392428	0.00612136	0.742495	0.744831	0.217302	0.190835	0.293645	0.00132833	120439	0.0138928	332368	354.172	27.1893	0.00120402	0.000418591	0.0320698	0.0561921	0	0	0.00209134	0.0013358	0	0	0.00171217	0.00267159	0.742794	0.745364	0.221333	0.194436	0	0.000591761	117.466	0.0692066	301960	505.226	0.514406	0.00684997	0.000293295	0.0226852	0.0395497	0	0	0.0455394	0.0289416	0	0	0.0372829	0.0578833	0.737928	0.736775	0.156564	0.13685	
588.5	0	3.9541e-06	5e+07	0.000125569	0.0314894	0.00871937	0	0.0317634	0.000222832	0.577384	0	0	0.161295	0.00724347	23534	0.0318482	351631	380.538	13.9136	0.00394765	0.00231918	351639	0.0314855	0.0551511	0	0	0.0047943	0.00306129	0	0	0.00392507	0.00612258	0.742495	0.744831	0.2173	0.190834	0.294291	0.00132436	128739	0.0142162	332115	354.784	28.2697	0.00118311	0.000418384	0.0320592	0.0561733	0	0	0.00214003	0.00136689	0	0	0.00175203	0.00273377	0.742789	0.745355	0.22126	0.194371	0	0.00058981	116.382	0.0693577	300094	503.737	0.51271	0.00686214	0.000293295	0.0227348	0.0396371	0	0	0.0453096	0.0287963	0	0	0.0370947	0.0575927	0.737955	0.736821	0.156906	0.137153	
589	0	3.95392e-06	5e+07	0.000125564	0.0314892	0.00872112	0	0.0317697	0.000222425	0.577384	0	0	0.161561	0.00722877	24421.5	0.0318546	351975	380.647	13.9055	0.00396033	0.00231287	351984	0.0314853	0.0551507	0	0	0.00479527	0.00306191	0	0	0.00392586	0.00612381	0.742495	0.744831	0.217299	0.190833	0.294782	0.00132038	137459	0.0145392	331854	355.395	29.3624	0.00116314	0.000418176	0.0320487	0.0561546	0	0	0.00218865	0.00139793	0	0	0.00179184	0.00279587	0.742784	0.745345	0.221187	0.194307	0	0.00058688	115.574	0.0695715	297347	501.584	0.511202	0.00686843	0.000293295	0.0228048	0.0397608	0	0	0.0449846	0.0285908	0	0	0.0368286	0.0571817	0.737992	0.736886	0.15739	0.137581	
589.5	0	3.95373e-06	5e+07	0.000125559	0.031489	0.00872289	0	0.0317761	0.000222018	0.577384	0	0	0.161707	0.00721412	25326.1	0.0318611	352338	380.762	13.8946	0.00397293	0.0023065	352347	0.0314851	0.0551503	0	0	0.00479624	0.00306252	0	0	0.00392665	0.00612505	0.742495	0.74483	0.217297	0.190832	0.295044	0.00131625	146494	0.0148627	331543	355.993	30.4609	0.00114408	0.000417965	0.0320382	0.0561358	0	0	0.00223734	0.00142902	0	0	0.0018317	0.00285805	0.742778	0.745336	0.221115	0.194242	0	0.000583968	115.161	0.0697685	294677	499.535	0.509749	0.00687029	0.000293295	0.0228694	0.0398747	0	0	0.044685	0.0284014	0	0	0.0365833	0.0568029	0.738027	0.736946	0.157835	0.137975	
590	0	3.95355e-06	5e+07	0.000125554	0.0314888	0.00872466	0	0.0317825	0.000221614	0.577384	0	0	0.161716	0.00719953	26224.7	0.0318675	352721	380.882	13.8804	0.00398544	0.00230007	352730	0.0314849	0.05515	0	0	0.00479721	0.00306315	0	0	0.00392745	0.00612629	0.742495	0.74483	0.217296	0.19083	0.295068	0.00131198	155946	0.0151863	331181	356.579	31.5645	0.00112593	0.000417753	0.0320276	0.056117	0	0	0.00228606	0.00146013	0	0	0.00187158	0.00292026	0.742773	0.745326	0.221042	0.194177	0	0.000581151	115.16	0.0699449	292153	497.637	0.508614	0.00686768	0.000293295	0.0229272	0.0399768	0	0	0.0444168	0.0282318	0	0	0.0363637	0.0564636	0.738058	0.737	0.158234	0.138328	
590.5	0	3.95336e-06	5e+07	0.000125549	0.0314886	0.00872643	0	0.0317888	0.000221212	0.577384	0	0	0.161549	0.00718503	27221.1	0.031874	353124	381.009	13.8652	0.00399787	0.00229357	353134	0.0314847	0.0551496	0	0	0.00479819	0.00306377	0	0	0.00392825	0.00612754	0.742495	0.74483	0.217294	0.190829	0.29483	0.00130759	165995	0.0155094	330778	357.153	32.6731	0.00110865	0.000417539	0.0320171	0.0560983	0	0	0.00233469	0.00149119	0	0	0.0019114	0.00298238	0.742768	0.745317	0.220969	0.194112	0	0.000579175	115.035	0.070058	290428	496.376	0.507366	0.00686632	0.000293295	0.0229643	0.0400423	0	0	0.0442447	0.028123	0	0	0.0362229	0.056246	0.738078	0.737034	0.15849	0.138555	
